438071346.18281 , 81953296437.6796, 122781637887.042, -16661267.4683407, -28480.0144703024, 15726.5823848816, 1141.88151024681
438074946.18281 , 81850746617.5337, 122838220814.973, -12550493.4247705, -28492.1056991207, 15708.3755899372, 1141.88174599857
438078546.18281 , 81748153292.0185, 122894738176.993, -8439719.62660741, -28504.1841174192, 15690.1568806216, 1141.88137387   
438082146.18281 , 81645516507.279 , 122951189930.229, -4328948.26264726, -28516.2497101179, 15671.9262674905, 1141.88039362417
438085746.18281 , 81542836309.5145, 123007576031.847, -218181.522537572, -28528.3024621456, 15653.6837611239, 1141.87880502489
438089346.18281 , 81440112744.9785, 123063896439.05 , 3892578.40322518, -28540.3423584405, 15635.4293721259, 1141.8766078367 
438092946.18281 , 81337345859.9787, 123120151109.08 , 8003329.32329824, -28552.3693839498, 15617.1631111246, 1141.87380182488
438096546.18281 , 81234535700.877 , 123176339999.216, 12114069.0454952, -28564.3835236299, 15598.8849887726, 1141.87038675548
438100146.18281 , 81131682314.0896, 123232463066.778, 16224795.3767887, -28576.3847624465, 15580.5950157464, 1141.86636239525
438103746.18281 , 81028785746.0865, 123288520269.122, 20335506.123313 , -28588.3730853745, 15562.2932027468, 1141.8617285117 
438107346.18281 , 80925846043.3919, 123344511563.643, 24446199.0903668, -28600.3484773982, 15543.9795604987, 1141.8564848731 
438110946.18281 , 80822863252.5843, 123400436907.775, 28556872.0824159, -28612.3109235113, 15525.6540997512, 1141.85063124843
438114546.18281 , 80719837420.2957, 123456296258.992, 32667522.9030959, -28624.2604087169, 15507.3168312774, 1141.84416740745
438118146.18281 , 80616768593.2126, 123512089574.804, 36778149.3552145, -28636.1969180274, 15488.9677658747, 1141.83709312066
438121746.18281 , 80513656818.075 , 123567816812.763, 40888749.240755 , -28648.1204364651, 15470.6069143646, 1141.82940815929
438125346.18281 , 80410502141.677 , 123623477930.457, 44999320.3608783, -28660.0309490614, 15452.2342875927, 1141.82111229534
438128946.18281 , 80307304610.8667, 123679072885.516, 49109860.5159256, -28671.9284408577, 15433.8498964286, 1141.81220530156
438132546.18281 , 80204064272.5458, 123734601635.607, 53220367.5054218, -28683.8128969049, 15415.4537517662, 1141.80268695144
438136146.18281 , 80100781173.6698, 123790064138.438, 57330839.1280774, -28695.6843022635, 15397.0458645235, 1141.79255701924
438139746.18281 , 79997455361.2482, 123845460351.754, 61441273.1817918, -28707.542642004, 15378.6262456423, 1141.78181527997
438143346.18281 , 79894086882.3441, 123900790233.342, 65551667.4636556, -28719.3879012064, 15360.1949060888, 1141.77046150939
438146946.18281 , 79790675784.0741, 123956053741.026, 69662019.7699536, -28731.2200649607, 15341.7518568533, 1141.75849548402
438150546.18281 , 79687222113.6087, 124011250832.673, 73772327.8961675, -28743.0391183668, 15323.29710895  , 1141.74591698114
438154146.18281 , 79583725918.1721, 124066381466.185, 77882589.6369784, -28754.8450465345, 15304.8306734172, 1141.7327257788 
438157746.18281 , 79480187245.0418, 124121445599.509, 81992802.78627  , -28766.6378345836, 15286.3525613174, 1141.7189216558 
438161346.18281 , 79376606141.5491, 124176443190.628, 86102965.1371308, -28778.4174676439, 15267.8627837369, 1141.7045043917 
438164946.18281 , 79272982655.0786, 124231374197.567, 90213074.4818572, -28790.1839308552, 15249.3613517863, 1141.68947376683
438168546.18281 , 79169316833.0686, 124286238578.389, 94323128.6119563, -28801.9372093675, 15230.8482766002, 1141.67382956228
438172146.18281 , 79065608723.0106, 124341036291.2  , 98433125.3181482, -28813.677288341, 15212.3235693371, 1141.65757155992
438175746.18281 , 78961858372.4498, 124395767294.143, 102543062.390369, -28825.4041529461, 15193.7872411797, 1141.64069954237
438179346.18281 , 78858065828.9844, 124450431545.405, 106652937.617775, -28837.1177883633, 15175.2393033345, 1141.62321329302
438182946.18281 , 78754231140.2664, 124505029003.209, 110762748.788742, -28848.8181797835, 15156.6797670322, 1141.60511259605
438186546.18281 , 78650354354.0005, 124559559625.823, 114872493.690871, -28860.5053124081, 15138.1086435274, 1141.58639723638
438190146.18281 , 78546435517.9453, 124614023371.552, 118982170.110991, -28872.1791714486, 15119.5259440988, 1141.56706699974
438193746.18281 , 78442474679.9122, 124668420198.743, 123091775.835161, -28883.8397421273, 15100.9316800489, 1141.54712167259
438197346.18281 , 78338471887.7658, 124722750065.784, 127201308.64867 , -28895.4870096765, 15082.3258627044, 1141.5265610422 
438200946.18281 , 78234427189.424 , 124777012931.104, 131310766.336046, -28907.1209593396, 15063.7085034157, 1141.5053848966 
438204546.18281 , 78130340632.8577, 124831208753.172, 135420146.681054, -28918.7415763701, 15045.0796135576, 1141.48359302459
438208146.18281 , 78026212266.0909, 124885337490.498, 139529447.466699, -28930.3488460323, 15026.4392045283, 1141.46118521577
438211746.18281 , 77922042137.2007, 124939399101.635, 143638666.475232, -28941.9427536013, 15007.7872877504, 1141.4381612605 
438215346.18281 , 77817830294.3172, 124993393545.175, 147747801.488148, -28953.5232843628, 14989.1238746701, 1141.41452094993
438218946.18281 , 77713576785.6231, 125047320779.751, 151856850.286195, -28965.0904236132, 14970.4489767577, 1141.39026407598
438222546.18281 , 77609281659.3546, 125101180764.039, 155965810.64937 , -28976.6441566597, 14951.7626055075, 1141.36539043138
438226146.18281 , 77504944963.8002, 125154973456.756, 160074680.356928, -28988.1844688206, 14933.0647724376, 1141.33989980961
438229746.18281 , 77400566747.3017, 125208698816.661, 164183457.18738 , -28999.7113454249, 14914.3554890898, 1141.31379200496
